id_starname,id_planet,disposition,orbper,orbper_err1,orbper_err2,rprstar,rprstar_err1,rprstar_err2,prad,prad_err1,prad_err2,sma,sma_err1,sma_err2,insol,insol_err1,insol_err2
tic356867115,toi1301.01,PC,6.0963822,1.45e-05,-1.45e-05,0.031092266036990616,0.008152173190709449,-0.008152173190709449,2.4339579220560204,0.6430635995644076,-0.6431181308085854,0.05893819724852676,0.0005994968693606357,-0.001602615287984619,68.9282460659797,2.583741402393652,-4.848035230590458
tic441797803,toi1302.01,PC,5.6666161,2.2e-06,-2.2e-06,0.09227650639455783,0.005396728071639725,-0.005396728071639725,14.134453187601805,1.0120946595348463,-0.9407371932992417,0.0686875193615794,0.0008287537714432831,-0.0009190839973215065,694.0557840585745,33.35802340524628,-33.36972319327825
tic235037761,toi131.01,APC,6.24072,,,0.0946863936,0.028317112482253166,-0.028317112482253166,7.387132473358485,2.2148694103199453,-2.2143118282757053,0.05826499605665046,,,52.54815665102442,,
tic378159598,toi1311.01,APC,6.1406417,0.0001103,-0.0001103,0.12952322350103737,0.03077792653953413,-0.03077792653953413,24.40899835415983,5.8399356700545715,-5.837821962600099,0.08111777529057437,0.0007331131202427755,-0.0013971862925910023,1903.9674385604096,103.70061521903372,-113.56919390644349
tic405904232,toi1312.01,PC,11.0765435,1.76e-05,-1.76e-05,0.06481057516129031,0.004062896939347458,-0.004062896939347458,12.83041762081601,0.9764672617044206,-1.0199394803770554,0.10734095849307468,0.0012752548802432684,-0.0026932738873983804,409.2600953503578,20.68940145202351,-26.329762978332244
tic136848581,toi1314.01,PC,2.63999,0.00043,-0.00043,0.026237535323529407,,,7.615470511936453,,,0.03971248351774235,0.0010006939523490575,-0.0018442551650587017,2850.8311984422435,197.9845806935538,-295.65942714456685
tic89020549,toi132.01,CP,2.1096849,6.6e-06,-6.6e-06,0.034240799929422215,0.009226349097121595,-0.009226349097121595,3.3551531388315143,0.9143895959444533,-0.9080051193660431,0.031485499873149525,0.0004382501140978069,-0.0006570468369897142,597.8095276713274,24.483847472761283,-30.332027785539218
tic266688542,toi1324.01,PC,2.94527,0.00186,-0.00186,0.02928073526256983,0.002561656136497135,-0.002561656136497135,5.342951469527706,0.5528008060284699,-0.5428912304539834,0.04493915712110033,0.0005372686489044147,-0.0005906185430355042,3243.1619285229203,236.91725035748308,-223.03373987109669
tic312083267,toi1327.01,APC,3.9392124,1.07e-05,-1.07e-05,0.03261159354368932,0.0017910630517529414,-0.0017910630517529414,13.993609655898963,0.9137489356400019,-0.9024665429247045,0.06789861079085838,0.0008438731583125591,-0.0008375747478219271,16963.179521418344,1552.4800872438739,-1030.6183688417009
tic330332501,toi1328.01,PC,4.01677,0.00096,-0.00096,0.02863396909178744,0.0024010651186271294,-0.0024010651186271294,6.145175614868506,0.6055827187604818,-0.6009894200460199,0.05649743878707621,0.0006171403750255131,-0.0012325552820019615,2112.14116089354,111.31666357799782,-132.30340254541247
tic219338557,toi133.01,PC,8.1992272,3.32e-05,-3.32e-05,0.031032152299114723,0.009408302843375392,-0.009408302843375392,2.1891471535808966,0.6656393449591347,-0.6654062160812712,0.06784185965465866,0.0012932816499624897,-0.000799297793004687,23.762513721536035,1.771523216628261,-1.351147144334579
tic395171208,toi1333.01,CP,4.72088,9e-05,-9e-05,0.07237465644444444,0.004476284701428847,-0.004476284701428847,13.312490364123743,1.0720870614972333,-1.0230130365193462,0.0622187795249256,0.0007882193837402616,-0.0007051235780758284,1467.6932902571045,77.57736572396271,-72.06865022635994
tic160708862,toi1337.01,KP,3.3449115,7.36e-05,-7.36e-05,0.10696834735115596,0.005686256137514428,-0.005686256137514428,18.98942967941535,1.176862707693679,-1.1810970710289581,0.055077260668965414,0.0009043110221835116,-0.00045889170301989773,6742.4481874489275,639.2230215220261,-517.8000629295346
tic260128333,toi1338.01,CP,95.2,,,0.04735446336418309,0.004969176154668677,-0.004969176154668677,6.566248147805389,0.7566235805292454,-0.736946789784109,0.4282499932830948,,,11.701221532886711,,
tic269701147,toi1339.01,CP,8.8803237,1.1e-05,-1.1e-05,0.03528527628260869,0.0027966072883080966,-0.0027966072883080966,3.4040035391396812,0.3146759834750247,-0.293784995098976,0.08080967241203314,0.0013895237502484067,-0.0022820998008670386,98.82284402950326,4.681599880885137,-6.3285541528787235
tic269701147,toi1339.02,CP,28.5796727,7.9e-05,-7.9e-05,0.030171460749971478,0.002961424441034286,-0.002961424441034286,2.9106689813432816,0.3174905331470752,-0.3025001693877716,0.17614986539761116,0.003028900073351521,-0.0049745477420191355,20.79789634768712,0.9852724868998857,-1.3318844925895474
