name,hostname,IC,disposition,period,rade,rade_est,radj,radj_est,masse,masse_est,massj,massj_est,tran_depth_ppm,tran_dur_hr,semi_au,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
EPIC 228801451.03,EPIC 228801451,228801451.0,Candidate,31.0,2.562784810126582,,0.22861595094795556,,,7.095032666648483,,0.022323357350308288,945.3400644527217,,0.19045063533228962,10.715221387433907,102.56,2018,,Transit,K2,0.959,0.764,5214.0,-0.410434,9.518,9.05,186.87326,-6.721861,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=228801451
EPIC 201111557.01,EPIC 201111557,201111557.0,Candidate,2.30183,1.12,,0.09991079393398751,,,1.4588386125864021,,0.004589996578631351,22679.999999999996,1.9008000000000003,0.032879479710615424,197.95256193032776,97.18,2018,,Transit,K2,0.895,0.723,4617.0,-0.669589,9.873,9.22,183.846542,-6.268236,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201111557
EPIC 201127519.01,EPIC 201127519,201127519.0,Candidate,6.17887,8.84,,0.7885816235504014,,,58.06651305486289,,0.18269676573911492,13030.0,2.5008,0.06081564467667517,73.87157698877566,117.7,2018,,Transit,K2,0.786,0.782,4719.0,-0.563492,10.014,9.43,181.37207,-5.848084,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201127519
EPIC 201164625.01,EPIC 201164625,201164625.0,Candidate,2.71189,4.34,,0.38715432649420156,,,17.3528717642325,,0.05459796672508102,200.0,3.1008000000000004,0.061105684877009715,4241.102491647466,1032.42,2018,,Transit,K2,4.139,3.078,6563.0,1.199642,11.002,10.777,181.593658,-4.946688,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201164625
EPIC 201176672.01,EPIC 201176672,201176672.0,Candidate,79.9999,16.839999999999996,,1.502230151650312,,,42359.323990664314,,133.27666988850743,33605.50995941294,11.750399999999999,0.37233352963095817,1.943630498941983,333.46,2016,,Transit,K2,1.076,0.842,4532.0,-0.569522,12.315,11.604,169.150208,-4.656546,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201176672
EPIC 201702477.01,EPIC 201702477,201702477.0,Candidate,40.7302,8.651632653061226,,0.7717781135647837,,,55.98146549067716,,0.17613650533517025,5322.155419436391,,0.24788951179482072,16.93969925596758,835.72,2015,,Transit,K2,1.225,1.087,5592.0,0.017422,13.268,12.766,175.240799,3.681584,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201702477
EPIC 206135267.01,EPIC 206135267,206135267.0,Candidate,2.573088,34.0,,3.033006244424621,,,94037.66469994742,,295.8740984172275,15539.187805232546,2.214,,,,2016,,Transit,K2,,2.5,5165.0,0.6028560310808064,7.82,7.267,333.294769,-11.177358,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=206135267
EPIC 206403979.01,EPIC 206403979,206403979.0,Candidate,23.8039,12.0,,1.070472792149866,,,7625.080061123193,,23.991064597813907,52508.60931158274,2.58,,,1854.538799,2016,,Transit,K2,,0.48,4840.0,-0.9434413683570021,,,332.889374,-6.568565,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=206403979
EPIC 206439513.01,EPIC 206439513,206439513.0,Candidate,18.415126,69.443,,6.194736842105263,,,211516.60442616654,,665.5023264832349,33647.166576075666,,,,591.17025,2016,,Transit,K2,,3.47,6211.0,1.2079997768781239,10.888,10.621,337.853516,-5.977968,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=206439513
EPIC 210365511.01,EPIC 210365511,210365511.0,Candidate,3.951971,22.388020289855074,,1.9971472158657515,,,58523.14900349237,,184.13349590501957,12587.93441552135,,0.08018504248008237,165.6884643392324,307.79,2018,,Transit,K2,4.404,1.829,4336.0,0.027479,10.604,9.842,60.092361,12.633847,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=210365511
EPIC 210609658.01,EPIC 210609658,210609658.0,Candidate,14.145239,22.15773023255814,,1.9766039458125013,,,57840.325340608455,,181.98510317027487,4015.5493930479824,,0.12814288900499793,296.6907305621074,644.68,2016,,Transit,K2,1.403,3.205,4790.0,0.687693,10.747,10.079,55.716835,17.1015,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=210609658
EPIC 210629082.01,EPIC 210629082,210629082.0,Candidate,27.353103,3.9734137931034486,,0.3544526131225199,,,14.938323464931146,,0.04700098626602633,371.71849749992737,,0.20745338036416927,108.39792486017282,386.6,2018,,Transit,K2,1.592,1.889,6172.0,0.668862,10.248,9.817,57.26696,17.37554,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=210629082
EPIC 220648214.01,EPIC 220648214,220648214.0,Candidate,29.435233,2.870814166666667,,0.2560940380612548,,,8.602874759362322,,0.027067535347079643,496.4332535295821,,0.18046636572777988,42.94478719293565,368.17,2018,,Transit,K2,0.905,1.181,5776.0,0.145703,11.186,10.781,17.078163,10.136946,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=220648214
EPIC 211106187.01,EPIC 211106187,211106187.0,Candidate,14.643071,44.751631259484064,,3.992116972300095,,,128454.74072053998,,404.16178686889214,2109.9167613064733,,0.11060987548462306,3617.638718362205,2830.27,2018,,Transit,K2,0.842,8.93,4982.0,1.646013,11.62,11.023,59.079082,24.660879,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211106187
EPIC 228734889.01,EPIC 228734889,228734889.0,Candidate,48.249552,19.723904166666667,,1.7594918971156706,,,50684.216781838964,,159.46958053625826,29532.81104084409,,0.2515333435444701,17.08350080409982,376.48,2018,,Transit,K2,0.912,1.052,5738.0,0.033768,11.474,11.075,188.312866,-9.625208,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=228734889
EPIC 211424769.01,EPIC 211424769,211424769.0,Candidate,5.176243,24.442628571428568,,2.180430737861603,,,64656.25793085208,,203.43031787701628,25318.676852935376,,0.0598784799101367,606.904652233525,121.88,2016,,Transit,K2,1.069,1.408,5908.0,0.337662,8.277,7.949,128.852676,12.01165,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211424769
EPIC 228737155.01,EPIC 228737155,228737155.0,Candidate,25.988289,794.7342579310344,,70.8951166753822,,,3364543.4833520595,,10585.984593499858,33129.77565551945,,0.19536846676584946,12241.765713158746,3177.47,2018,,Transit,K2,1.473,40.021,4242.0,2.669553,9.139,8.239,184.104065,-9.515914,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=228737155
EPIC 211800191.01,EPIC 211800191,211800191.0,Candidate,1.106175,11.181995604395604,,0.9975018380370743,,,37940.795041982776,,119.37449278539715,7915.606109895277,,0.019592458594885565,3776.8011940205265,400.77,2016,,Transit,K2,0.82,1.152,5901.0,0.161302,11.369,10.995,132.884781,17.319834,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211800191
EPIC 228952747.01,EPIC 228952747,228952747.0,Candidate,1.055785,1.7003389830508477,,0.15168055156564209,,,3.5354718895627166,,0.011123782807043755,557.6139773788256,,0.01751415048000652,398.1088630944564,90.54,2018,,Transit,K2,0.643,0.66,4200.0,-0.91322,10.271,9.49,187.197876,-2.342222,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=228952747
EPIC 229039390.01,EPIC 229039390,229039390.0,Candidate,0.251647,30.01169090909091,,2.677224880382775,,,81619.50270865744,,256.80238715243195,67093.80085875624,,0.0072595206730155844,24214.25475987266,437.59,2018,,Transit,K2,0.806,1.062,5953.0,0.105887,11.672,11.336,188.140228,-0.672956,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=229039390
EPIC 211993818.01,EPIC 211993818,211993818.0,Candidate,8.986648,143.037,,12.759768064228368,,,480344.947367642,,1511.3266443307493,94717.03319893112,,,,322.627549,2016,,Transit,K2,,4.26,5265.0,1.0991074106056327,5.963,5.495,126.204918,20.152994,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211993818
EPIC 201166680.01,EPIC 201166680,201166680.0,Candidate,18.10549,2.41672131147541,,0.215586200845264,,,6.422220040043908,,0.020206462700323783,248.92552224034378,,0.1395490845222002,145.49330739605398,266.86,2018,,Transit,K2,1.106,1.404,6320.0,0.452297,9.852,9.591,181.121399,-4.899185,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201166680
EPIC 212138198.01,EPIC 212138198,212138198.0,Candidate,3.209149,4.496309523809524,,0.40109808419353465,,,18.427246346534883,,0.05797831024929957,3313.1176235274597,,0.03467312100848677,252.04618567154347,218.96,2016,,Transit,K2,0.54,0.716,5061.0,-0.518534,11.456,10.88,126.02356,22.783291,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212138198
EPIC 201299088.01,EPIC 201299088,201299088.0,Candidate,21.204739,16.294477272727274,,1.4535662152299083,,,40805.207232176195,,128.38689624068274,2250.9296254379155,,0.14790429739260477,250.82534287397092,573.99,2018,,Transit,K2,0.96,3.148,4979.0,0.739333,10.366,9.8,182.204697,-2.464518,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=201299088
EPIC 212303338.01,EPIC 212303338,212303338.0,Candidate,0.595621,0.7077348837209302,,0.06313424475655041,,,0.2815142389155351,,0.0008857384102052517,38.609191368966016,,0.016515291002284452,2152.7249243267484,80.3,2018,,Transit,K2,1.694,1.044,4945.0,-0.231239,8.465,7.912,202.958832,-17.430704,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212303338
EPIC 202089657.01,EPIC 202089657,202089657.0,Candidate,1.314437,3.1,,0.27653880463871544,,,9.801131598111448,,0.03083765408586807,373.62782950386236,,,,391.428293,2016,,Transit,K2,,1.47,6009.0,0.40453819586348044,10.577,10.266,91.453552,23.484541,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=202089657
EPIC 202675839.01,EPIC 202675839,202675839.0,Candidate,15.466674,20.40682682926829,,1.8204127412371354,,,52680.76539538613,,165.7513934977382,14431.923958034035,,0.11716481101435795,191.2267338268364,427.21,2016,,Transit,K2,0.897,1.557,5888.0,0.419143,10.929,10.49,243.842102,-28.780161,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=202675839
EPIC 212772313.01,EPIC 212772313,212772313.0,Candidate,37.361973,2.3912,,0.21330954504906333,,,6.3074994172958165,,0.01984551306451819,504.29268382844054,,0.2102289966616093,19.509348414754882,132.24,2018,,Transit,K2,0.888,0.976,5630.0,-0.064372,9.402,8.981,202.474075,-6.350882,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212772313
EPIC 214254518.01,EPIC 214254518,214254518.0,Candidate,5.059033,1.1150129032258065,,0.09946591464993813,,,1.435689582289421,,0.004517161949121924,235.48422914093214,,0.05522617198106142,42.626739798924696,88.18,2017,,Transit,K2,0.878,0.666,4247.0,-0.886028,10.116,9.338,285.475739,-26.962774,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=214254518
EPIC 215502661.01,EPIC 215502661,215502661.0,Candidate,21.521554,2.5013793103448276,,0.2231382078808945,,,6.808826170428533,,0.021422855521594984,359.63090325174386,,0.1703148353094973,39.52583398061555,247.21,2018,,Transit,K2,1.423,1.209,5432.0,0.059386,10.413,9.919,282.19281,-24.084225,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=215502661
EPIC 216387101.01,EPIC 216387101,216387101.0,Candidate,9.761854,7.146525423728813,,0.6375134187090823,,,40.46896938070484,,0.12732897895322923,317.7062058275004,,0.12611178341013674,720.6703679307078,1133.41,2018,,Transit,K2,2.808,3.675,5540.0,1.059248,11.336,10.834,284.013184,-22.439625,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=216387101
EPIC 206114630.01,EPIC 206114630,206114630.0,Candidate,7.445026,2.1710722891566268,,0.1936728179443913,,,5.353638461875912,,0.016844345914092163,634.5193703873464,,0.0750880169108892,60.69944646534162,103.63,2016,,Transit,K2,1.019,0.79,4967.0,-0.465674,9.675,9.075,330.330536,-11.724275,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=206114630
EPIC 217855533.01,EPIC 217855533,217855533.0,Candidate,21.587326,1.781,,0.1588760035682426,,,3.82491030631111,,0.012034453343960954,123.32288279926125,,,,275.325879,2018,,Transit,K2,,1.47,6244.0,0.47118095737204535,,,290.051819,-19.843121,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=217855533
EPIC 211492384.01,EPIC 211492384,211492384.0,Candidate,0.635328,,,,,,,,,,,0.015283673819684072,11886.431145696233,543.66,2018,,Transit,K2,1.18,1.555,5975.0,0.443507,11.333,10.981,131.456879,13.029578,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211492384
EPIC 211503824.01,EPIC 211503824,211503824.0,Candidate,2.047195,,,,,,,,,,,0.02981870083401582,1176.1929294143176,209.24,2018,,Transit,K2,0.844,0.964,5945.0,0.019456,10.275,9.945,134.082275,13.192727,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211503824
EPIC 211543616.01,EPIC 211543616,211543616.0,Candidate,1.518232,,,,,,,,,,,0.031522921182950844,804.2685524467323,1256.05,2018,,Transit,K2,1.813,1.218,4945.0,-0.097346,14.125,13.563,131.473206,13.752738,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211543616
EPIC 211544257.01,EPIC 211544257,211544257.0,Candidate,1.63013,,,,,,,,,,,0.03426063124480002,2465.796768145986,545.35,2018,,Transit,K2,2.019,1.614,5926.0,0.461548,11.244,10.919,132.825333,13.761391,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211544257
EPIC 211546613.01,EPIC 211546613,211546613.0,Candidate,2.007472,7.010606287903023,,0.6253886073062465,,,39.17090720021852,,0.12324483906559647,16989.0,0.9047999999999999,0.02440149588022344,66.64170484119558,272.64,2018,,Transit,K2,0.481,0.493,3669.0,-1.401421,13.737,12.881,136.199921,13.795676,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211546613
EPIC 211611139.01,EPIC 211611139,211611139.0,Candidate,1.882213,12.906904512824985,,1.1513741759879557,,,1455.9087528145906,,4.58077825508791,5678.0,0.9648,,,594.041338,2018,,Transit,K2,,1.57,6590.0,0.6220356735086806,,,134.134949,14.690075,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211611139
EPIC 211616939.01,EPIC 211616939,211616939.0,Candidate,1.8554,,,,,,,,,,,0.03356897797363924,38311.64164318879,1523.8,2018,,Transit,K2,1.466,9.952,4690.0,1.635207,10.169,9.497,133.229263,14.771586,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211616939
EPIC 211619805.01,EPIC 211619805,211619805.0,Candidate,1.855827,,,,,,,,,,,,,151.301113,2018,,Transit,K2,,0.66,4720.0,-0.7104494240657379,11.115,10.385,133.238129,14.811854,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211619805
EPIC 211620138.01,EPIC 211620138,211620138.0,Candidate,1.855421,241.9841945796512,,21.586458035651308,,,872437.6381647282,,2744.982028646535,660084.0,5.6832,,,478.281039,2018,,Transit,K2,,2.73,11500.0,2.0698113658101325,8.86,8.847,133.232071,14.816459,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211620138
EPIC 211642882.01,EPIC 211642882,211642882.0,Candidate,23.897707,8.603370314692361,,0.7674728202223337,,,55.45229856038086,,0.17447156832388655,11511.0,1.4832,0.13415255555816902,14.177481835069045,310.2,2018,,Transit,K2,0.564,0.735,4785.0,-0.593203,12.287,11.668,138.953033,15.137711,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211642882
EPIC 211649214.01,EPIC 211649214,211649214.0,Candidate,3.78795,,,,,,,,,,1.6512,0.05080102650580731,3861.8644327754205,2881.5,2018,,Transit,K2,1.219,4.296,4948.0,0.998542,13.268,12.643,133.104065,15.223564,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211649214
EPIC 211663688.01,EPIC 211663688,211663688.0,Candidate,1.855516,,,,,,,,,,,,,99.10623,2018,,Transit,K2,,0.19,3110.0,-2.516756531672818,14.123,13.251,133.256912,15.422738,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211663688
EPIC 211814313.01,EPIC 211814313,211814313.0,Candidate,15.405101,,,,,,,,,,,0.12545436804901539,138.50307825824206,1917.9,2018,,Transit,K2,1.11,1.479,5767.0,0.338431,14.381,13.869,131.324112,17.51944,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211814313
EPIC 211830293.01,EPIC 211830293,211830293.0,Candidate,20.893526,,,,,,,,,,,0.13844688991565846,124.97368959716513,424.79,2018,,Transit,K2,0.811,1.851,5278.0,0.379385,10.664,10.208,136.139923,17.747087,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211830293
EPIC 211863149.01,EPIC 211863149,211863149.0,Candidate,2.61299,,,,,,,,,,,0.028556001197621212,46.786786481755314,116.98,2018,,Transit,K2,0.455,0.463,3749.0,-1.418482,12.175,11.267,132.515686,18.20056,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211863149
EPIC 211876245.01,EPIC 211876245,211876245.0,Candidate,8.97146,49.256057343283175,,4.3939391028798545,,,143227.6413741506,,450.64229737328327,269917.0,2.6064,0.08577375159253647,69.34708152083816,923.24,2018,,Transit,K2,1.046,0.869,5233.0,-0.292263,14.121,13.55,134.161682,18.382534,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211876245
EPIC 211892395.01,EPIC 211892395,211892395.0,Candidate,0.995061,,,,,,,,,,,0.02057157617548524,772.8618382134212,927.71,2018,,Transit,K2,1.173,0.943,4495.0,-0.485363,14.386,13.59,135.76033,18.614714,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211892395
EPIC 211914445.01,EPIC 211914445,211914445.0,Candidate,1.810718,,,,,,,,,,2.4048,0.028700799674799715,1321.9134006073295,908.34,2018,,Transit,K2,0.962,1.194,5396.0,0.036991,13.309,12.804,130.424347,18.941275,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211914445
EPIC 211914889.01,EPIC 211914889,211914889.0,Candidate,1.81042,5.4915261478386865,,0.4898774440534064,,,25.87566000385164,,0.08141352296464034,35275.0,3.7056000000000004,0.017837143788640545,30.31135657262581,193.0,2018,,Transit,K2,0.231,0.268,3494.0,-2.015744,14.703,13.841,129.877975,18.948166,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211914889
EPIC 211914960.01,EPIC 211914960,211914960.0,Candidate,1.810834,,,,,,,,,,,0.024885327917895852,114.46751750436893,187.93,2018,,Transit,K2,0.627,0.655,3680.0,-1.149431,11.997,11.16,130.009293,18.949163,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211914960
EPIC 211964332.01,EPIC 211964332,211964332.0,Candidate,7.220537,6.486057681271553,,0.5785956896763205,,,34.325831305600865,,0.10800060191171654,3983.0,4.1136,0.07603827690956096,108.85577305087061,657.67,2018,,Transit,K2,1.125,0.942,5297.0,-0.201084,13.199,12.62,129.703552,19.691265,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211964332
EPIC 211972627.01,EPIC 211972627,211972627.0,Candidate,1.092845,,,,,,,,,,,0.02165268836748037,1752.3681420749556,183.01,2018,,Transit,K2,1.134,0.937,5677.0,-0.085351,10.183,9.753,130.292938,19.818613,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211972627
EPIC 211972681.01,EPIC 211972681,211972681.0,Candidate,1.092673,,,,,,,,,,1.3055999999999999,0.02025818222484481,611.6698207306309,621.41,2018,,Transit,K2,0.929,0.779,4629.0,-0.600282,13.712,13.093,130.024078,19.81953,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211972681
EPIC 211997641.01,EPIC 211997641,211997641.0,Candidate,1.744546,116.86754952628583,,10.425294337759663,,,381896.2957787261,,1201.574098665092,206372.0,3.9240000000000004,0.04156128423634354,3313.630527307484,1006.1,2018,,Transit,K2,3.147,2.358,5814.0,0.757682,11.768,11.432,136.902527,20.21512,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211997641
EPIC 212024672.01,EPIC 212024672,212024672.0,Candidate,3.697161,5.49302542349348,,0.4900111885364388,,,25.88765516093733,,0.08145126376030372,35827.0,3.3528,0.02833337618118576,15.027555634180247,207.85,2018,,Transit,K2,0.222,0.266,3709.0,-1.918515,15.028,14.015,127.79435,20.664232,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212024672
EPIC 212033577.01,EPIC 212033577,212033577.0,Candidate,23.702342,,,,,,,,,,,0.18509907919352944,131.1518688411578,549.48,2018,,Transit,K2,1.506,1.866,6152.0,0.652583,10.916,10.565,136.804459,20.813602,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212033577
EPIC 212041206.01,EPIC 212041206,212041206.0,Candidate,23.917716,,,,,,,,,,,0.15812184422658462,11.141720458118472,459.87,2018,,Transit,K2,0.922,0.855,4535.0,-0.555064,12.957,12.265,128.719971,20.946949,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212041206
EPIC 212052250.01,EPIC 212052250,212052250.0,Candidate,0.986765,83.81334429577103,,7.476658723976005,,,261856.0558513974,,823.8871593348564,305455.0,3.3360000000000003,0.019784088529956848,4573.818286665604,1209.91,2018,,Transit,K2,1.061,1.39,5663.0,0.252911,13.482,13.025,128.282837,21.139984,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212052250
EPIC 212068493.01,EPIC 212068493,212068493.0,Candidate,14.220246,52.574830598811815,,4.689993808993025,,,154230.4505036914,,485.2608328467778,101983.0,3.4848,0.11915014229207699,148.1981797182164,644.77,2018,,Transit,K2,1.116,1.509,5659.0,0.323032,11.904,11.489,136.25441,21.428751,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212068493
EPIC 212096658.01,EPIC 212096658,212096658.0,Candidate,1.466473,,,,,,,,,,,0.022797134146105572,702.9678941743144,49.78,2018,,Transit,K2,0.735,0.941,4626.0,-0.437304,8.021,7.192,126.753738,21.956861,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212096658
EPIC 212114260.01,EPIC 212114260,212114260.0,Candidate,20.016917,,,,,,,,,,,0.15172592411755503,39.811855339054816,312.17,2018,,Transit,K2,1.163,0.959,5767.0,-0.037868,11.265,10.846,135.73204,22.303425,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212114260
EPIC 212159514.01,EPIC 212159514,212159514.0,Candidate,0.545702,,,,,,,,,,,0.014226629711828507,58612.729219092515,2031.74,2018,,Transit,K2,1.29,4.521,5038.0,1.074196,12.314,11.749,133.227097,23.242834,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212159514
EPIC 212194007.01,EPIC 212194007,212194007.0,Candidate,1.17715,,,,,,,,,,,0.03183733568556918,6493.779934565091,920.97,2018,,Transit,K2,3.107,2.533,5809.0,0.818371,11.52,11.096,134.337692,24.114153,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212194007
EPIC 212207368.01,EPIC 212207368,212207368.0,Candidate,1.190316,,,,,,,,,,,,,157.624599,2018,,Transit,K2,,0.34,3420.0,-1.846243031376776,13.552,12.747,131.05545,24.517391,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212207368
EPIC 212223307.01,EPIC 212223307,212223307.0,Candidate,1.190354,160.4862931711867,,14.316350862728518,,,547387.7296539288,,1722.265769920803,363153.99999999994,3.9240000000000004,0.031183238915031535,7876.940332593716,329.01,2018,,Transit,K2,2.855,2.441,6146.0,0.8842,9.206,8.872,131.067413,25.075741,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212223307
EPIC 212227092.01,EPIC 212227092,212227092.0,Candidate,5.190254,45.6245044298615,,4.069982553957315,,,131302.3804040133,,413.1214183809373,696741.0,3.1608,0.046251539757388875,15.935827104074743,207.29,2018,,Transit,K2,0.49,0.501,3504.0,-1.467373,13.129,12.255,132.092361,25.243338,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212227092
EPIC 212228994.01,EPIC 212228994,212228994.0,Candidate,1.095841,12.727477421549654,,1.1353681910392197,,,2001.2924728664889,,6.296738737269889,3489.0,,0.011523465291754768,22336.637896937074,908.9,2018,,Transit,K2,0.17,1.975,5390.0,0.472184,12.108,11.72,131.653488,25.337463,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=212228994
EPIC 251288417.01,EPIC 251288417,251288417.0,Candidate,20.924593,13.365558295230768,,1.1922888755781236,,,658.3773756784694,,2.0714764990040884,119088.0,,0.10310710569778204,1.18130436294523,94.22,2018,,Transit,K2,0.334,0.355,3243.0,-1.901061,12.464,11.552,139.79837,15.354554,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=251288417
EPIC 251292838.01,EPIC 251292838,251292838.0,Candidate,19.581519,27.506544540328864,,2.453750628040041,,,73930.96500453098,,232.61166348214763,85946.0,2.7168,0.1423674099169548,29.64782455427634,237.41,2018,,Transit,K2,1.004,0.86,5480.0,-0.221186,10.981,10.554,140.334671,15.848835,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=251292838
EPIC 251294036.01,EPIC 251294036,251294036.0,Candidate,6.854931,,,,,,,,,,,0.08137686649806834,81.162996807809,414.84,2018,,Transit,K2,1.53,1.083,4749.0,-0.26964,12.09,11.459,139.324478,15.979831,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=251294036
EPIC 251380988.01,EPIC 251380988,251380988.0,Candidate,30.921004,,,,,,,,,,,0.22167600263641019,81.83906087838875,650.84,2018,,Transit,K2,1.52,1.792,6106.0,0.604398,11.396,11.035,137.284866,23.520033,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=251380988
EPIC 211502222.01,EPIC 211502222,211502222.0,Candidate,22.99592,2.5072115384615383,,0.2236584780072737,,,6.835801388734292,,0.021507728624529755,470.0,3.7199999999999998,0.1559575004829545,47.71110418934541,211.43,2018,,Transit,K2,0.957,1.043,5866.0,0.064632,10.159,9.804,132.737579,13.170355,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211502222
EPIC 211533633.01,EPIC 211533633,211533633.0,Candidate,2.126953,1.7566666666666668,,0.1567053226286054,,,3.73660931257313,,0.011756628740437121,707.0,1.416,0.027039368297431015,71.80288883233993,108.03,2018,,Transit,K2,0.583,0.589,3600.0,-1.279865,11.086,10.29,137.471802,13.612929,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211533633
EPIC 211552050.01,EPIC 211552050,211552050.0,Candidate,3.544965,1.9488571428571428,,0.1738498789346247,,,4.456893606354739,,0.014022885210190161,621.0,1.464,0.04193696359914662,116.9136003273669,215.37,2018,,Transit,K2,0.783,0.718,4587.0,-0.686941,11.63,10.979,133.410202,13.869375,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211552050
EPIC 211631538.01,EPIC 211631538,211631538.0,Candidate,5.513327,3.849350649350649,,0.34338542813119083,,,14.155086243291153,,0.044536658727279216,2119.0,0.9264000000000001,0.06014673435216228,81.37835283544034,411.23,2018,,Transit,K2,0.955,0.76,4877.0,-0.531067,12.75,12.173,132.342514,14.978426,True,False,True,https://exofop.ipac.caltech.edu/k2/edit_target.php?id=211631538
